pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough
24-03-2019 00:12,24-03-2019 00:13,1,0.15,3,0,0,4.3,green,cash,Stuyvesant Heights,Ocean Hill,Brooklyn,Brooklyn
02-03-2019 15:58,02-03-2019 16:16,1,2.6,13,0,0,13.8,green,credit card,Crown Heights North,Bushwick North,Brooklyn,Brooklyn
13-03-2019 12:27,13-03-2019 13:04,1,11.93,32.26,0,0,32.76,green,credit card,East Elmhurst,Downtown Brooklyn/MetroTech,Queens,Brooklyn
10-03-2019 13:40,10-03-2019 13:46,1,1.34,7,2,0,9.8,green,credit card,Central Harlem,East Harlem South,Manhattan,Manhattan
23-03-2019 02:16,23-03-2019 02:25,1,1.49,7.5,1.32,0,10.12,green,credit card,Williamsburg (North Side),Williamsburg (South Side),Brooklyn,Brooklyn
01-03-2019 10:27,01-03-2019 10:56,1,2.96,18.5,0,0,19.3,green,credit card,Bronxdale,East Tremont,Bronx,Bronx
01-03-2019 12:04,01-03-2019 12:05,1,0.15,7,1.4,0,8.4,green,credit card,Central Harlem North,Central Harlem North,Manhattan,Manhattan
20-03-2019 17:48,20-03-2019 17:55,1,1.26,6.5,0,0,8.3,green,cash,East Harlem North,East Harlem South,Manhattan,Manhattan
22-03-2019 09:42,22-03-2019 09:48,1,0.7,5.5,1.7,0,8,green,credit card,Fort Greene,Fort Greene,Brooklyn,Brooklyn
02-03-2019 18:43,02-03-2019 18:51,1,1.01,6.5,0,0,7.3,green,credit card,Astoria,Old Astoria,Queens,Queens
06-03-2019 12:45,06-03-2019 13:04,1,4.2,17.5,0,0,18.3,green,credit card,Kingsbridge Heights,Washington Heights South,Bronx,Manhattan
10-03-2019 11:28,10-03-2019 11:54,1,10.27,31,0,5.76,37.56,green,credit card,Soundview/Castle Hill,Elmhurst,Bronx,Queens
01-03-2019 19:05,01-03-2019 19:21,2,2,11.5,0,0,13.3,green,credit card,Woodside,Astoria,Queens,Queens
13-03-2019 19:43,13-03-2019 19:50,1,0.97,6,2.11,0,12.66,green,credit card,Morningside Heights,Upper West Side North,Manhattan,Manhattan
01-03-2019 19:31,01-03-2019 19:43,1,2.24,10,0,0,11.8,green,cash,Park Slope,Boerum Hill,Brooklyn,Brooklyn
25-03-2019 08:58,25-03-2019 09:00,1,0.68,4,0,0,4.8,green,cash,Long Island City/Queens Plaza,Astoria,Queens,Queens
18-03-2019 13:36,18-03-2019 13:45,5,1.25,6.5,0,0,7.3,green,cash,Belmont,East Tremont,Bronx,Bronx
14-03-2019 16:40,14-03-2019 17:00,1,2.62,15,0,0,16.8,green,cash,Washington Heights South,Morningside Heights,Manhattan,Manhattan
21-03-2019 04:42,21-03-2019 05:05,1,8.2,26,0,4.75,34.8,green,cash,Jackson Heights,West Chelsea/Hudson Yards,Queens,Manhattan
13-03-2019 19:48,13-03-2019 19:58,1,1.9,9.5,0,0,11.3,green,cash,Sheepshead Bay,Sheepshead Bay,Brooklyn,Brooklyn
31-03-2019 20:31,31-03-2019 20:45,1,2.27,11,0,0,12.3,green,cash,Prospect Heights,Sunset Park West,Brooklyn,Brooklyn
12-03-2019 19:42,12-03-2019 19:47,1,0.9,5.5,0,0,7.3,green,cash,Sheepshead Bay,Sheepshead Bay,Brooklyn,Brooklyn
02-03-2019 21:57,02-03-2019 22:15,2,3.35,14,0,0,15.3,green,cash,Washington Heights South,University Heights/Morris Heights,Manhattan,Bronx
28-03-2019 10:36,28-03-2019 10:44,1,0.88,6.5,0,0,7.3,green,credit card,Central Harlem North,Central Harlem,Manhattan,Manhattan
03-03-2019 13:49,03-03-2019 13:56,1,1.11,6.5,0,0,7.3,green,cash,Clinton Hill,Fort Greene,Brooklyn,Brooklyn
27-03-2019 08:21,27-03-2019 08:30,1,1.88,8.5,0,0,9.3,green,cash,Hamilton Heights,Washington Heights South,Manhattan,Manhattan
20-03-2019 12:02,20-03-2019 12:16,1,0,9.5,0,0,10.3,green,cash,Steinway,Sunnyside,Queens,Queens
09-03-2019 12:09,09-03-2019 12:35,1,6,22.5,5.2,0,31.25,green,credit card,Morningside Heights,East Chelsea,Manhattan,Manhattan
20-03-2019 09:28,20-03-2019 09:44,1,2.86,12.5,2.57,0,18.62,green,credit card,Central Harlem,Lincoln Square East,Manhattan,Manhattan
01-03-2019 16:33,01-03-2019 17:01,1,8.26,26,6.11,0,36.66,green,credit card,Brooklyn Heights,Yorkville West,Brooklyn,Manhattan
18-03-2019 23:39,18-03-2019 23:44,1,1.12,6,2.19,0,9.49,green,credit card,Forest Hills,Forest Hills,Queens,Queens
28-03-2019 18:47,28-03-2019 18:52,1,0.93,6,0,0,7.8,green,cash,Park Slope,Park Slope,Brooklyn,Brooklyn
21-03-2019 21:45,21-03-2019 21:59,1,4.03,15,0,0,16.3,green,credit card,Fort Greene,Greenpoint,Brooklyn,Brooklyn
31-03-2019 10:09,31-03-2019 10:16,1,1.16,7,0,0,7.8,green,cash,Forest Hills,Forest Hills,Queens,Queens
06-03-2019 10:07,06-03-2019 10:16,2,1.34,7.5,0,0,8.3,green,cash,Morningside Heights,Central Harlem North,Manhattan,Manhattan
24-03-2019 20:02,24-03-2019 20:15,1,1.8,8,0,0,8,green,cash,Jackson Heights,Woodside,Queens,Queens
01-03-2019 08:20,01-03-2019 08:25,1,0.72,5.5,1.26,0,7.56,green,credit card,Washington Heights South,Washington Heights South,Manhattan,Manhattan
23-03-2019 00:27,23-03-2019 00:29,1,0.47,3.5,0,0,4.8,green,cash,Astoria,Astoria,Queens,Queens
28-03-2019 07:40,28-03-2019 08:08,1,6.33,16.68,0,0,17.18,green,credit card,Whitestone,Auburndale,Queens,Queens
16-03-2019 18:48,16-03-2019 18:50,2,0.46,3.5,0,0,4.3,green,cash,Carroll Gardens,Gowanus,Brooklyn,Brooklyn
30-03-2019 06:33,30-03-2019 06:40,1,1.93,8.5,1.86,0,11.16,green,credit card,Steinway,Jackson Heights,Queens,Queens
27-03-2019 21:25,27-03-2019 21:40,1,3.01,13,2,0,16.3,green,credit card,Morningside Heights,Washington Heights North,Manhattan,Manhattan
15-03-2019 16:11,15-03-2019 16:25,1,1.4,9.5,0,0,11.3,green,cash,East Harlem South,Central Harlem,Manhattan,Manhattan
05-03-2019 22:25,05-03-2019 22:30,1,0.63,5.5,0.01,0,6.81,green,credit card,Elmhurst,Corona,Queens,Queens
06-03-2019 08:34,06-03-2019 09:11,1,7.7,28.5,0,0,29.3,green,credit card,Saint Albans,Rego Park,Queens,Queens
10-03-2019 13:32,10-03-2019 13:47,1,2.34,12,0,0,12.8,green,credit card,Bushwick South,Stuyvesant Heights,Brooklyn,Brooklyn
16-03-2019 08:21,16-03-2019 08:38,1,3.47,14.5,0,0,15.3,green,credit card,East Flatbush/Farragut,Borough Park,Brooklyn,Brooklyn
06-03-2019 19:24,06-03-2019 19:51,1,4.95,19.71,0,0,20.21,green,credit card,Bushwick North,Park Slope,Brooklyn,Brooklyn
29-03-2019 09:15,29-03-2019 09:21,1,1,6.5,1.46,0,8.76,green,credit card,Morningside Heights,Manhattanville,Manhattan,Manhattan
17-03-2019 13:46,17-03-2019 14:10,1,3.62,17.5,0,0,18.3,green,credit card,Midwood,Bath Beach,Brooklyn,Brooklyn
15-03-2019 12:44,15-03-2019 13:31,1,20.51,54.16,0,5.76,60.42,green,credit card,Allerton/Pelham Gardens,Clinton Hill,Bronx,Brooklyn
31-03-2019 18:37,31-03-2019 18:59,1,4.19,18,0,0,18.8,green,credit card,Starrett City,Ocean Hill,Brooklyn,Brooklyn
06-03-2019 09:18,06-03-2019 09:24,1,1.02,6,0,0,6.8,green,cash,Astoria,Astoria,Queens,Queens
03-03-2019 00:26,03-03-2019 00:41,5,2.29,11,2.46,0,14.76,green,credit card,Bushwick North,Williamsburg (South Side),Brooklyn,Brooklyn
13-03-2019 02:29,13-03-2019 02:39,1,1.2,7.5,0,0,8.8,green,cash,Elmhurst,Woodside,Queens,Queens
11-03-2019 08:29,11-03-2019 09:21,1,12.8,44,0,0,44.8,green,credit card,Howard Beach,Lenox Hill East,Queens,Manhattan
25-03-2019 19:57,25-03-2019 20:23,1,6.76,23,4.96,0,29.76,green,credit card,DUMBO/Vinegar Hill,Sunnyside,Brooklyn,Queens
27-03-2019 10:48,27-03-2019 10:58,1,2.58,10.5,0,0,11.3,green,credit card,Allerton/Pelham Gardens,Co-Op City,Bronx,Bronx
23-03-2019 00:36,23-03-2019 00:48,1,2.87,12,0,0,13.3,green,cash,Flushing,Bayside,Queens,Queens
23-03-2019 19:38,23-03-2019 19:44,1,1.29,6.5,1.46,0,8.76,green,credit card,Boerum Hill,Clinton Hill,Brooklyn,Brooklyn
04-03-2019 15:12,04-03-2019 15:38,2,4.9,21,0,0,21.8,green,cash,Norwood,West Concourse,Bronx,Bronx
12-03-2019 13:32,12-03-2019 13:37,1,0.73,5,0,0,5.8,green,credit card,Sunset Park West,Bay Ridge,Brooklyn,Brooklyn
06-03-2019 18:49,06-03-2019 18:52,1,0.54,4,0,0,5.8,green,cash,Williamsburg (North Side),Williamsburg (South Side),Brooklyn,Brooklyn
21-03-2019 09:14,21-03-2019 09:15,1,0.62,4,0,0,4.8,green,cash,East Harlem South,East Harlem North,Manhattan,Manhattan
13-03-2019 18:53,13-03-2019 18:59,1,0.9,6,1.95,0,9.75,green,credit card,Park Slope,Park Slope,Brooklyn,Brooklyn
20-03-2019 17:54,20-03-2019 18:05,1,3.15,12.5,2.86,0,17.16,green,credit card,Elmhurst,LaGuardia Airport,Queens,Queens
02-03-2019 02:56,02-03-2019 03:24,1,6.81,24,0,0,25.3,green,cash,Jackson Heights,Queensboro Hill,Queens,Queens
15-03-2019 18:36,15-03-2019 18:51,1,3.82,14.5,3.26,0,19.56,green,credit card,Morningside Heights,Washington Heights North,Manhattan,Manhattan
12-03-2019 21:07,12-03-2019 21:17,1,1.87,9,0,0,10.3,green,cash,Elmhurst,Jackson Heights,Queens,Queens
15-03-2019 11:20,15-03-2019 11:26,1,0.97,5.5,0,0,6.3,green,cash,Astoria,Astoria,Queens,Queens
12-03-2019 10:24,12-03-2019 10:54,1,7.12,26,5.88,0,35.43,green,credit card,DUMBO/Vinegar Hill,Lenox Hill East,Brooklyn,Manhattan
30-03-2019 00:13,30-03-2019 00:18,1,0.99,5.5,0,0,6.8,green,cash,Long Island City/Hunters Point,Queensbridge/Ravenswood,Queens,Queens
25-03-2019 21:09,25-03-2019 21:28,1,3.71,16.5,0,0,20.55,green,cash,Sunnyside,Midtown East,Queens,Manhattan
20-03-2019 19:06,20-03-2019 19:14,1,1.4,8,0,0,9.8,green,cash,Central Harlem,Central Harlem North,Manhattan,Manhattan
27-03-2019 09:30,27-03-2019 09:35,1,1.21,6.5,0,0,7.3,green,cash,Central Harlem,Morningside Heights,Manhattan,Manhattan
31-03-2019 11:27,31-03-2019 11:41,1,1.88,11,2.91,0,17.46,green,credit card,Central Harlem,Upper West Side North,Manhattan,Manhattan
03-03-2019 01:09,03-03-2019 01:14,1,1.01,6,0,0,7.3,green,cash,Central Harlem,Central Harlem North,Manhattan,Manhattan
26-03-2019 17:16,26-03-2019 17:47,1,3.79,16.28,0,0,16.78,green,credit card,Bensonhurst West,Flatbush/Ditmas Park,Brooklyn,Brooklyn
30-03-2019 02:55,30-03-2019 03:00,1,1.15,6,1.82,0,9.12,green,credit card,Astoria,Astoria,Queens,Queens
24-03-2019 17:11,24-03-2019 17:14,1,0.66,4.5,0,0,5.3,green,cash,East Harlem South,East Harlem North,Manhattan,Manhattan
02-03-2019 15:02,02-03-2019 15:14,1,3.75,13.5,0,0,14.3,green,cash,Astoria,LaGuardia Airport,Queens,Queens
10-03-2019 23:04,10-03-2019 23:14,1,2.23,9.5,0,0,10.8,green,cash,Park Slope,Crown Heights North,Brooklyn,Brooklyn
24-03-2019 15:39,24-03-2019 15:44,1,1.03,6,0,0,6.8,green,cash,Central Harlem North,Central Harlem North,Manhattan,Manhattan
22-03-2019 10:12,22-03-2019 10:36,1,3.02,16,0,0,16.8,green,credit card,Coney Island,Gravesend,Brooklyn,Brooklyn
30-03-2019 18:44,30-03-2019 18:57,6,1.77,9.5,1.85,0,12.15,green,credit card,Columbia Street,Gowanus,Brooklyn,Brooklyn
16-03-2019 10:25,16-03-2019 10:33,1,1.37,7.5,1,0,9.3,green,credit card,Central Harlem North,Central Harlem,Manhattan,Manhattan
22-03-2019 10:04,22-03-2019 10:10,1,0.74,5.5,1.26,0,7.56,green,credit card,East Harlem South,East Harlem South,Manhattan,Manhattan
03-03-2019 23:22,03-03-2019 23:44,1,3.7,15,5.7,0,24.75,green,credit card,Fort Greene,East Village,Brooklyn,Manhattan
16-03-2019 17:58,16-03-2019 18:06,1,1.23,7.5,0,0,8.3,green,cash,Park Slope,Crown Heights North,Brooklyn,Brooklyn
18-03-2019 08:46,18-03-2019 09:05,1,3.16,15,0,0,15.8,green,credit card,Mott Haven/Port Morris,East Tremont,Bronx,Bronx
27-03-2019 12:33,27-03-2019 12:54,1,7.95,21.21,0,0,21.71,green,credit card,Washington Heights North,Lincoln Square East,Manhattan,Manhattan
27-03-2019 14:46,27-03-2019 15:42,1,9,33.65,0,0,34.15,green,credit card,Westchester Village/Unionport,Riverdale/North Riverdale/Fieldston,Bronx,Bronx
13-03-2019 00:25,13-03-2019 00:33,1,1.2,7,0,0,8.3,green,cash,Jackson Heights,Elmhurst,Queens,Queens
16-03-2019 19:02,16-03-2019 19:32,1,4.46,18.86,0,0,19.36,green,credit card,Brooklyn Heights,Crown Heights North,Brooklyn,Brooklyn
07-03-2019 21:11,07-03-2019 21:27,1,3.46,14,0,0,15.3,green,credit card,Starrett City,East Flatbush/Farragut,Brooklyn,Brooklyn
28-03-2019 01:32,28-03-2019 01:38,1,1.02,6,0,0,7.3,green,cash,Jackson Heights,Elmhurst/Maspeth,Queens,Queens
12-03-2019 08:34,12-03-2019 09:32,1,7.09,36.5,0,5.76,43.06,green,credit card,Middle Village,Times Sq/Theatre District,Queens,Manhattan
07-03-2019 10:42,07-03-2019 11:25,1,7.37,30,0,0,30.8,green,credit card,Coney Island,Flatbush/Ditmas Park,Brooklyn,Brooklyn
08-03-2019 16:33,08-03-2019 17:21,1,5.03,29,0,0,30.8,green,credit card,Downtown Brooklyn/MetroTech,Flatbush/Ditmas Park,Brooklyn,Brooklyn
13-03-2019 17:47,13-03-2019 17:58,2,1.65,9,0,0,10.8,green,cash,East Harlem South,East Harlem North,Manhattan,Manhattan
13-03-2019 11:43,13-03-2019 12:34,1,6.89,27.37,0,0,27.87,green,credit card,Flatlands,Downtown Brooklyn/MetroTech,Brooklyn,Brooklyn
22-03-2019 19:35,22-03-2019 19:42,3,1.05,7,1.8,0,10.6,green,credit card,Cobble Hill,Boerum Hill,Brooklyn,Brooklyn
07-03-2019 14:12,07-03-2019 14:24,5,2.62,11,0,0,11.8,green,cash,Astoria,Jackson Heights,Queens,Queens
18-03-2019 17:30,18-03-2019 17:49,1,2.89,14,0,0,15.8,green,credit card,Erasmus,Canarsie,Brooklyn,Brooklyn
11-03-2019 19:15,11-03-2019 19:24,1,1.17,7.5,0,0,9.3,green,credit card,Central Harlem North,Mott Haven/Port Morris,Manhattan,Bronx
31-03-2019 15:39,31-03-2019 16:12,1,8.44,22.43,0,0,22.93,green,credit card,South Jamaica,East New York,Queens,Brooklyn
12-03-2019 12:03,12-03-2019 12:13,1,2.3,10.5,4.2,0,18.25,green,credit card,Fort Greene,TriBeCa/Civic Center,Brooklyn,Manhattan
13-03-2019 19:32,13-03-2019 19:39,2,1.1,6.5,2.45,0,10.75,green,credit card,Prospect Heights,Clinton Hill,Brooklyn,Brooklyn
08-03-2019 22:38,08-03-2019 22:45,5,0.81,6.5,1.56,0,9.36,green,credit card,Old Astoria,Astoria,Queens,Queens
14-03-2019 07:59,14-03-2019 08:05,1,1.5,6.5,1.46,0,8.76,green,credit card,East Harlem South,East Harlem North,Manhattan,Manhattan
14-03-2019 06:06,14-03-2019 06:16,1,2.25,9.5,2.06,0,12.36,green,credit card,East Harlem North,Manhattan Valley,Manhattan,Manhattan
05-03-2019 19:59,05-03-2019 20:09,1,1.62,8.5,1,0,11.3,green,credit card,Fort Greene,Park Slope,Brooklyn,Brooklyn
24-03-2019 23:14,24-03-2019 23:39,5,6.46,24.5,0,0,28.55,green,cash,Central Harlem North,Clinton East,Manhattan,Manhattan
11-03-2019 10:10,11-03-2019 10:22,1,1.63,9.5,0,0,10.3,green,cash,Forest Hills,Corona,Queens,Queens
02-03-2019 14:40,02-03-2019 14:48,1,2.12,8.5,2.41,0,14.46,green,credit card,Central Harlem,Lincoln Square East,Manhattan,Manhattan
14-03-2019 11:56,14-03-2019 12:08,1,2.04,10.5,0,0,11.3,green,credit card,East Flushing,Bayside,Queens,Queens
23-03-2019 00:07,23-03-2019 00:12,1,1.03,6,0,0,7.3,green,cash,Central Harlem,Central Harlem North,Manhattan,Manhattan
15-03-2019 08:48,15-03-2019 09:02,1,1.16,10,0,0,10.8,green,cash,Highbridge,Morrisania/Melrose,Bronx,Bronx
22-03-2019 08:26,22-03-2019 08:31,1,0.8,5.5,1.25,0,7.55,green,credit card,Williamsburg (North Side),Williamsburg (South Side),Brooklyn,Brooklyn
29-03-2019 07:52,29-03-2019 07:58,1,0.6,5.5,0,0,6.3,green,cash,East Harlem South,East Harlem South,Manhattan,Manhattan
16-03-2019 08:24,16-03-2019 08:32,1,3.38,11,2.95,0,14.75,green,credit card,Washington Heights South,Morningside Heights,Manhattan,Manhattan
13-03-2019 18:42,13-03-2019 18:54,5,1.45,9,0,0,10.8,green,credit card,Crown Heights North,Crown Heights North,Brooklyn,Brooklyn
05-03-2019 07:23,05-03-2019 09:11,1,22.17,81.86,0,0,82.36,green,credit card,University Heights/Morris Heights,Yorkville East,Bronx,Manhattan
21-03-2019 17:44,21-03-2019 17:55,1,2.33,10,1,0,12.8,green,credit card,Forest Hills,Hillcrest/Pomonok,Queens,Queens
20-03-2019 10:58,20-03-2019 11:06,2,0.97,7.5,1,0,9.3,green,credit card,Morningside Heights,Central Harlem North,Manhattan,Manhattan
16-03-2019 18:29,16-03-2019 18:34,1,0.64,5,0,0,5.8,green,cash,Central Harlem North,Hamilton Heights,Manhattan,Manhattan
17-03-2019 12:39,17-03-2019 12:53,1,2.4,11.5,0.01,0,12.31,green,credit card,East Harlem North,Hamilton Heights,Manhattan,Manhattan
30-03-2019 18:28,30-03-2019 18:42,1,2.52,12,0,0,15.55,green,cash,Fort Greene,Little Italy/NoLiTa,Brooklyn,Manhattan
09-03-2019 04:03,09-03-2019 04:08,1,1.02,6,0,0,7.3,green,cash,Jackson Heights,Jackson Heights,Queens,Queens
20-03-2019 15:43,20-03-2019 15:51,1,1.2,7,0,0,7.8,green,cash,Brooklyn Heights,Boerum Hill,Brooklyn,Brooklyn
07-03-2019 09:59,07-03-2019 10:21,1,2.37,15,0,0,15.8,green,credit card,Crown Heights South,Fort Greene,Brooklyn,Brooklyn
14-03-2019 07:45,14-03-2019 08:50,1,14.43,50.5,0,0,51.3,green,credit card,Springfield Gardens North,Old Astoria,Queens,Queens
27-03-2019 08:00,27-03-2019 08:08,1,1.23,7,0,0,7.8,green,cash,Morningside Heights,Central Harlem,Manhattan,Manhattan
29-03-2019 22:21,29-03-2019 22:29,2,1.54,7.5,0,0,8.8,green,cash,Central Harlem,Central Harlem North,Manhattan,Manhattan
23-03-2019 17:15,23-03-2019 17:23,1,1.5,7.5,0,0,9.3,green,cash,Sheepshead Bay,Madison,Brooklyn,Brooklyn
09-03-2019 16:11,09-03-2019 16:25,2,4.45,15,0,0,15.8,green,cash,Elmhurst,North Corona,Queens,Queens
24-03-2019 12:35,24-03-2019 12:50,1,5.32,24.22,0,0,24.72,green,credit card,Jackson Heights,Briarwood/Jamaica Hills,Queens,Queens
14-03-2019 16:14,14-03-2019 16:24,1,3.19,12,2.76,0,16.56,green,credit card,Jackson Heights,LaGuardia Airport,Queens,Queens
14-03-2019 19:39,14-03-2019 20:01,1,3.86,18,3.96,0,23.76,green,credit card,Astoria,LaGuardia Airport,Queens,Queens
20-03-2019 10:22,20-03-2019 10:59,1,9.47,34.5,9.51,0,47.56,green,credit card,Forest Hills,Midtown Center,Queens,Manhattan
22-03-2019 23:15,22-03-2019 23:35,1,8.52,26,5.99,2.64,35.93,green,credit card,East Harlem South,Riverdale/North Riverdale/Fieldston,Manhattan,Bronx
18-03-2019 17:50,18-03-2019 17:56,1,1.01,6,1.56,0,9.36,green,credit card,Forest Hills,Forest Hills,Queens,Queens
06-03-2019 10:08,06-03-2019 10:12,1,0.69,5,0,0,5.8,green,cash,Morningside Heights,Morningside Heights,Manhattan,Manhattan
31-03-2019 11:49,31-03-2019 11:56,2,1.34,7,1.56,0,9.36,green,credit card,Prospect Park,Crown Heights North,Brooklyn,Brooklyn
01-03-2019 18:26,01-03-2019 18:30,5,0.58,4.5,0,0,6.3,green,cash,Astoria,Astoria,Queens,Queens
27-03-2019 16:58,27-03-2019 17:19,1,2.6,14.5,0,0,16.3,green,credit card,Madison,Flatbush/Ditmas Park,Brooklyn,Brooklyn
21-03-2019 19:18,21-03-2019 19:29,1,1.86,9,0,0,10.8,green,cash,Elmhurst,Corona,Queens,Queens
15-03-2019 20:45,15-03-2019 20:55,1,1.43,8.5,0,0,9.8,green,credit card,Central Harlem,East Harlem South,Manhattan,Manhattan
06-03-2019 18:37,06-03-2019 18:42,1,0.7,5.5,0,0,7.3,green,cash,Steinway,Steinway,Queens,Queens
15-03-2019 20:42,15-03-2019 20:42,0,0,8,0,0,8,green,credit card,Fort Greene,Fort Greene,Brooklyn,Brooklyn
18-03-2019 23:48,18-03-2019 23:56,1,2,8.5,0,0,9.8,green,cash,Steinway,Jackson Heights,Queens,Queens
27-03-2019 22:33,27-03-2019 22:46,1,2.53,11.5,0,0,15.55,green,cash,Downtown Brooklyn/MetroTech,SoHo,Brooklyn,Manhattan
19-03-2019 15:34,19-03-2019 15:34,1,0,5,0,0,5,green,credit card,,,,
24-03-2019 13:07,24-03-2019 13:11,5,0.6,4.5,0,0,5.3,green,cash,Jackson Heights,Jackson Heights,Queens,Queens
25-03-2019 17:43,25-03-2019 18:19,1,5.65,24.5,0,0,26.3,green,credit card,Brooklyn Heights,East Flatbush/Remsen Village,Brooklyn,Brooklyn
03-03-2019 02:52,03-03-2019 03:07,1,2.8,11.5,0,0,15.55,green,cash,Williamsburg (North Side),Lower East Side,Brooklyn,Manhattan
27-03-2019 14:11,27-03-2019 14:20,1,1.26,8,0,0,8.8,green,cash,Astoria,Astoria,Queens,Queens
18-03-2019 18:08,18-03-2019 18:26,1,4.16,16,3.56,0,21.36,green,credit card,Elmhurst,Richmond Hill,Queens,Queens
17-03-2019 23:16,17-03-2019 23:16,1,10.1,12,0,0,12,green,credit card,Murray Hill-Queens,Murray Hill-Queens,Queens,Queens
14-03-2019 13:32,14-03-2019 13:45,1,2.42,12,0,0,12.8,green,credit card,Ozone Park,Howard Beach,Queens,Queens
04-03-2019 03:55,04-03-2019 04:08,1,2.1,10.5,0,0,11.8,green,cash,Woodside,Elmhurst,Queens,Queens
05-03-2019 18:47,05-03-2019 18:53,2,0.72,5.5,1.46,0,8.76,green,credit card,Downtown Brooklyn/MetroTech,Boerum Hill,Brooklyn,Brooklyn
03-03-2019 15:24,03-03-2019 15:55,1,9.6,31.5,0,0,32.3,green,credit card,East Flatbush/Remsen Village,JFK Airport,Brooklyn,Queens
10-03-2019 00:47,10-03-2019 00:51,1,0.58,5,0,0,6.3,green,cash,Central Harlem,East Harlem North,Manhattan,Manhattan
12-03-2019 17:41,12-03-2019 17:46,1,0.9,5.5,0,0,7.3,green,cash,Sheepshead Bay,Sheepshead Bay,Brooklyn,Brooklyn
06-03-2019 23:32,06-03-2019 23:34,1,0.3,3.5,2.5,0,7.3,green,credit card,Astoria,Astoria,Queens,Queens
11-03-2019 18:23,11-03-2019 18:27,1,1.4,6,1.55,0,9.35,green,credit card,East Harlem South,East Harlem North,Manhattan,Manhattan
14-03-2019 14:25,14-03-2019 15:14,1,3.38,28.16,0,0,28.66,green,credit card,Sunset Park West,Bushwick South,Brooklyn,Brooklyn
06-03-2019 18:55,06-03-2019 19:04,1,1.42,7.5,2.32,0,11.62,green,credit card,Woodside,Maspeth,Queens,Queens
29-03-2019 16:17,29-03-2019 16:29,1,0.76,8,0,0,9.8,green,cash,Melrose South,East Concourse/Concourse Village,Bronx,Bronx
26-03-2019 16:02,26-03-2019 16:50,1,15.85,49,0,5.76,56.56,green,credit card,Richmond Hill,Norwood,Queens,Bronx
03-03-2019 00:39,03-03-2019 01:00,1,3.74,16,5.19,0,22.49,green,credit card,Williamsburg (South Side),Sunnyside,Brooklyn,Queens
09-03-2019 15:56,09-03-2019 16:15,1,3.81,16,0,0,16.8,green,credit card,Claremont/Bathgate,Soundview/Bruckner,Bronx,Bronx
18-03-2019 18:42,18-03-2019 18:48,1,0.9,6,1,0,8.8,green,credit card,Fort Greene,Boerum Hill,Brooklyn,Brooklyn
11-03-2019 11:30,11-03-2019 12:19,1,8.7,36.5,0,0,37.3,green,cash,East Flatbush/Remsen Village,Meatpacking/West Village West,Brooklyn,Manhattan
16-03-2019 14:08,16-03-2019 14:11,1,0.49,4,0,0,4.8,green,cash,Hamilton Heights,Manhattanville,Manhattan,Manhattan
11-03-2019 11:16,11-03-2019 11:50,1,11.19,33.78,0,0,34.28,green,credit card,Co-Op City,Washington Heights South,Bronx,Manhattan
04-03-2019 08:51,04-03-2019 09:00,1,1.6,8,0,0,8.8,green,cash,East Harlem North,Manhattanville,Manhattan,Manhattan
19-03-2019 09:56,19-03-2019 10:00,5,0.58,4.5,0,0,5.3,green,cash,Parkchester,Parkchester,Bronx,Bronx
02-03-2019 09:40,02-03-2019 10:06,1,2.95,17.5,0,0,18.3,green,credit card,Erasmus,East Flatbush/Remsen Village,Brooklyn,Brooklyn
16-03-2019 08:31,16-03-2019 08:36,1,0.61,5.5,1.26,0,7.56,green,credit card,Forest Hills,Forest Hills,Queens,Queens
26-03-2019 00:06,26-03-2019 00:12,1,0.86,6,0,0,7.3,green,cash,East Harlem North,East Harlem South,Manhattan,Manhattan
02-03-2019 17:58,02-03-2019 18:07,2,1.6,8.5,0,0,9.3,green,cash,Carroll Gardens,Park Slope,Brooklyn,Brooklyn
08-03-2019 23:22,08-03-2019 23:26,1,0.72,5,1.26,0,7.56,green,credit card,Fort Greene,Boerum Hill,Brooklyn,Brooklyn
30-03-2019 19:12,30-03-2019 19:25,1,1.55,9.5,2,0,12.3,green,credit card,Woodside,Sunnyside,Queens,Queens
10-03-2019 03:07,10-03-2019 03:22,1,5.95,19.5,4,0,27.55,green,credit card,Morningside Heights,Midtown Center,Manhattan,Manhattan
06-03-2019 07:46,06-03-2019 07:50,1,0,4,0,0,4.8,green,credit card,Bushwick South,Bushwick South,Brooklyn,Brooklyn
30-03-2019 00:49,30-03-2019 00:49,1,0,25,0,0,25.5,green,credit card,Prospect Heights,,Brooklyn,
05-03-2019 16:04,05-03-2019 17:12,2,14.09,54,0,0,55.8,green,credit card,Gravesend,Stuyvesant Heights,Brooklyn,Brooklyn
06-03-2019 13:45,06-03-2019 14:17,1,4.69,22,0,0,22.8,green,credit card,Co-Op City,Mount Hope,Bronx,Bronx
31-03-2019 21:40,31-03-2019 21:58,1,3.59,15,0,0,16.3,green,credit card,Borough Park,Crown Heights South,Brooklyn,Brooklyn
06-03-2019 17:37,06-03-2019 17:41,1,0.6,4.5,0,0,6.3,green,cash,Fort Greene,Fort Greene,Brooklyn,Brooklyn
22-03-2019 18:46,22-03-2019 19:01,1,2.02,11,0,0,12.8,green,cash,Jackson Heights,North Corona,Queens,Queens
