minutes_watched,days_engage,eng_quiz,eng_exam,eng_hub_qa,st_purch
7.3,1,0,0,0,0
36.7,4,0,0,0,1
3.1,1,0,0,0,0
3.5,1,1,0,0,0
61.3,2,1,0,0,0
28.6,1,0,0,0,0
161.7,11,1,1,0,1
0.1,1,0,0,0,0
0.3,1,0,0,0,0
1.4,1,0,0,0,0
6.2,1,1,0,0,0
0.3,1,0,0,0,0
12.7,2,0,0,0,0
4.6,1,0,0,0,0
1.2999999999999998,2,0,0,0,0
57.7,2,1,0,0,0
181.9,5,0,1,0,1
28.6,1,0,0,0,0
0.0,0,0,0,1,0
0.4,1,0,0,0,0
232.7,5,1,1,0,0
0.7,1,0,0,0,0
1.4,1,0,0,0,0
199.4,14,1,1,0,0
2.4,1,0,0,0,0
0.1,1,0,0,0,0
4.4,1,0,0,0,0
90.3,3,1,0,0,0
1.7000000000000002,2,0,1,0,0
39.3,2,1,0,0,1
0.8,1,0,0,0,0
6.5,1,0,0,0,0
1.4,1,0,0,0,0
0.1,1,0,0,0,0
6.2,1,1,0,0,0
0.7,1,0,0,0,0
16.7,1,1,0,0,0
4.8,1,1,0,0,0
108.4,3,1,0,1,1
1.0,1,0,0,0,0
30.2,1,0,0,0,0
3.0,1,0,0,0,0
6.2,1,0,0,0,0
7.7,1,0,0,0,0
41.9,2,1,1,0,0
28.2,3,1,0,0,0
0.4,1,0,0,0,0
2.9,1,0,0,0,0
17.0,2,1,0,0,0
66.1,3,1,1,0,0
15.3,1,0,0,0,0
11.1,1,0,0,0,0
9.9,1,1,0,0,0
13.0,1,0,0,0,0
3.7,1,0,0,0,0
191.3,7,1,1,0,0
7.1,1,0,0,0,0
2.2,1,0,0,0,0
8.4,1,1,0,0,0
0.3,1,0,0,0,0
1.1,1,0,0,0,0
13.0,1,1,0,0,0
4.5,1,0,0,0,0
6.2,1,0,0,0,0
51.2,5,1,0,0,0
0.2,1,0,0,0,0
1.0,2,0,0,0,0
4.4,2,0,0,0,0
0.4,1,0,0,0,0
6.1,1,1,0,0,0
1.1,1,0,0,0,0
16.0,1,0,0,0,0
0.1,1,0,0,0,0
0.3,1,0,0,0,0
492.0,9,1,1,0,1
0.1,1,0,0,0,0
5.8,2,1,0,0,0
1.4,1,1,0,0,0
0.1,1,0,0,0,0
23.2,2,1,0,0,0
6.2,2,1,0,0,0
1.9,1,0,0,0,0
0.3,1,0,0,0,0
164.9,5,1,1,0,0
0.1,1,0,0,0,0
514.0,16,1,0,0,1
653.3,13,1,1,0,1
7.0,1,0,0,0,0
3.2,1,0,0,0,0
1.6,1,0,0,0,0
1014.3,15,1,1,0,0
459.3,18,1,1,0,1
3.0,1,0,0,0,0
0.1,1,0,0,0,0
27.7,4,0,1,0,0
2.2,1,0,0,0,0
58.0,3,1,1,0,0
0.2,1,0,0,0,0
35.2,3,1,0,0,0
31.0,2,1,0,0,0
108.4,11,1,0,1,0
0.4,1,0,0,0,0
107.8,6,1,1,0,1
9.6,3,1,0,0,0
0.1,1,0,0,0,0
97.0,8,1,1,0,1
14.4,2,1,0,0,0
0.4,1,0,0,0,0
1.2,1,0,0,0,0
9.8,1,1,0,0,0
12.1,2,0,0,0,0
0.0,0,0,1,0,0
11.1,1,0,0,0,0
15.8,2,0,0,0,0
4.6,1,0,0,0,0
2.7,1,0,0,0,0
26.3,1,1,0,0,0
1.6,1,0,0,0,0
17.8,1,1,0,0,0
56.400000000000006,2,1,1,0,0
17.8,1,1,0,0,0
26.7,1,1,0,0,0
0.3,1,0,0,0,0
0.5,1,0,0,0,0
65.8,2,1,0,0,0
44.5,5,1,0,0,1
99.7,3,1,0,0,0
0.1,1,0,0,0,0
41.0,3,1,1,0,0
100.4,2,0,0,0,0
0.3,1,0,0,0,0
30.8,3,1,1,0,0
49.1,1,1,1,0,0
0.2,1,0,0,0,0
2.1,1,0,0,0,0
1.6,1,0,0,0,0
45.1,2,1,1,0,0
1.4,1,0,0,0,0
39.5,1,1,1,0,0
40.0,1,1,0,0,0
0.6,1,0,0,0,0
832.9,11,1,1,1,1
1.9,1,0,0,0,0
36.4,1,1,0,0,0
7.2,1,0,0,0,0
5.0,1,0,0,0,0
10.6,1,1,0,0,0
4.0,1,0,0,0,0
17.7,1,0,0,0,0
42.6,2,1,1,0,0
3.1,1,0,0,0,0
44.0,2,0,0,0,0
22.0,1,0,1,0,0
0.4,1,0,0,0,0
10.4,1,1,0,0,0
19.6,3,0,1,0,0
0.2,1,0,0,0,0
0.1,1,0,0,0,0
1.8,1,0,0,0,0
5.6,1,0,0,0,0
5.0,1,1,0,0,0
0.3,1,0,0,0,0
2.6,1,0,0,0,0
9.4,1,1,0,0,0
0.1,1,0,0,0,0
0.5,1,0,0,0,0
6.1,2,0,0,0,0
4.4,1,0,0,0,0
0.8,1,0,0,0,0
1.1,1,1,0,0,0
0.4,1,0,0,0,0
552.6,13,1,1,0,0
11.7,1,0,0,0,0
8.4,1,0,0,0,0
19.3,1,0,0,0,0
0.1,1,0,0,0,0
1.9,1,0,0,0,0
0.3,1,0,0,0,0
68.4,2,1,0,0,0
0.6,1,0,0,0,0
59.2,1,0,0,0,0
9.8,1,1,0,0,0
1.6,1,1,1,0,0
25.9,1,1,0,0,0
31.8,5,0,0,0,0
2.7,1,0,0,0,0
46.7,2,1,1,0,0
0.2,1,0,0,0,0
8.0,1,1,0,0,0
0.4,1,0,0,0,0
11.7,6,0,1,0,1
7.9,1,0,0,0,0
0.7,1,0,0,0,0
12.8,4,0,0,0,0
141.1,8,1,0,0,1
0.7,1,0,0,0,0
17.7,3,0,0,0,0
1.3,1,0,0,0,0
0.2,1,0,0,0,0
0.4,1,0,0,0,0
16.9,1,0,0,0,0
0.4,1,0,0,0,0
5.1,3,0,0,0,0
2.3,2,0,0,0,0
0.0,0,0,1,0,0
0.1,1,0,0,0,0
0.9,1,0,0,0,0
5.7,1,0,0,0,0
0.9,2,0,0,0,0
9.3,1,1,0,0,0
3.8,1,0,0,0,0
2.6,1,0,0,0,0
6.7,1,1,0,0,0
2.3,1,0,0,0,0
0.0,1,0,0,0,0
44.9,2,1,1,0,0
0.2,1,0,0,0,0
1.4,1,0,0,0,0
40.9,1,1,0,0,0
2.0,1,0,0,0,0
5.6,1,0,0,0,0
54.2,1,1,1,0,0
1.5,2,0,0,0,0
1.4,1,0,0,0,0
0.4,1,0,0,0,0
1.8,1,0,0,0,0
6.1,1,0,0,0,0
42.8,2,0,1,0,0
1.1,1,0,0,0,0
42.1,2,1,1,0,0
2.9,1,0,0,0,0
52.9,2,1,0,0,0
18.9,5,0,0,0,0
10.0,1,1,0,0,0
1.1,2,0,0,0,0
108.8,7,1,0,0,0
1.0,1,0,0,0,0
3.9,1,0,0,0,0
12.2,1,0,0,0,0
3.6,1,0,0,0,0
21.0,1,0,0,0,0
0.1,1,0,0,0,0
0.7,1,0,0,0,0
7.3,1,1,0,0,0
2.9,1,0,0,0,0
0.4,1,0,0,0,0
2.1,1,0,0,0,0
1.2000000000000002,2,0,0,0,0
1.7999999999999998,2,0,0,0,0
0.1,1,0,0,0,0
54.4,1,1,0,0,0
176.6,3,1,1,0,0
0.7,1,0,0,0,0
0.3,1,0,0,0,0
0.6,1,0,0,0,0
3.0,1,0,0,0,0
2.0,1,0,0,0,0
15.5,1,1,0,0,0
47.6,2,1,1,0,0
9.0,1,0,0,0,0
0.1,1,0,0,0,0
231.8,7,1,1,0,0
1.7,1,0,0,0,0
20.1,1,0,0,0,0
2.9,1,0,0,0,0
714.4,13,1,1,0,0
25.9,2,0,0,0,0
12.0,1,0,0,0,0
0.2,1,0,0,0,0
0.3,1,0,0,0,0
3.6,1,0,0,0,0
2717.6,12,1,1,0,1
0.4,1,0,0,0,0
17.1,2,1,0,0,0
4.7,1,0,0,0,0
31.4,3,1,0,0,0
0.3,1,0,0,0,0
32.3,1,0,0,0,0
10.5,1,1,0,0,0
6.9,1,0,0,0,0
93.7,9,1,0,0,0
3.2,1,0,0,0,0
326.0,16,1,1,0,1
0.3,1,0,0,0,0
31.8,1,0,0,0,0
1.1,1,0,0,0,0
0.3,1,0,0,0,0
2.1,1,0,0,0,0
44.2,1,0,0,0,0
12.8,1,0,0,0,0
4.3,1,0,0,0,0
39.2,2,1,0,0,0
0.1,1,0,0,0,0
51.1,2,0,1,0,0
21.0,3,1,0,0,0
121.0,4,1,1,0,1
0.1,1,0,0,0,0
20.7,1,0,0,0,0
0.2,1,0,0,0,0
73.7,7,1,0,0,0
4.3,1,0,0,0,0
1.2,1,0,0,0,0
66.3,3,1,0,0,0
0.0,0,0,1,0,0
81.1,1,1,0,0,0
35.8,3,0,0,0,0
11.3,2,1,0,0,0
0.1,1,0,0,0,0
1.2,1,0,0,0,0
0.2,1,0,0,0,0
1.8,1,0,0,0,0
1.5,2,0,0,0,0
63.1,2,1,1,0,1
0.1,1,0,0,0,0
0.7,1,0,0,0,0
0.1,1,0,0,0,0
0.0,1,0,0,0,0
0.3,1,0,0,0,0
0.4,1,0,0,0,0
37.9,3,1,0,0,0
0.9,1,0,0,0,0
1.2,1,0,0,0,0
0.9,1,0,0,0,0
10.7,1,1,0,0,0
0.1,1,0,0,0,0
4.2,1,0,0,0,0
0.8,1,0,0,0,0
0.1,1,0,0,0,0
4.9,1,0,0,0,0
27.2,3,1,0,0,0
0.5,1,0,0,0,0
44.0,2,1,1,0,0
0.5,1,0,0,0,0
2.9,1,0,0,0,0
72.89999999999999,3,1,1,0,1
18.8,1,0,0,0,0
38.7,2,1,0,0,0
917.8,20,1,1,0,1
0.5,1,0,0,0,0
0.1,1,0,0,0,0
33.3,3,1,0,0,0
6.3,1,0,0,0,0
44.0,2,1,1,0,0
1.4,1,0,0,0,0
0.1,1,0,0,0,0
6.0,1,0,0,0,0
0.2,1,0,0,0,0
1.9,1,0,0,0,0
6.7,1,1,0,0,0
61.5,2,1,1,0,0
69.8,1,0,0,0,0
5.5,2,0,0,0,0
6.8,2,1,0,0,0
1.7,1,0,0,0,0
0.4,1,0,0,0,0
1.2,1,0,0,0,0
23.7,1,0,0,0,0
0.1,1,0,0,0,0
0.5,1,0,0,0,0
8.8,2,0,1,0,0
0.4,1,0,0,0,0
20.4,3,1,1,0,0
36.8,1,0,0,0,0
3.7,2,0,0,0,0
0.5,1,0,0,0,0
2.2,1,0,0,0,0
1.1,1,0,0,0,0
219.7,2,1,1,0,1
4.6,1,0,0,0,0
0.0,1,1,1,0,0
2.4,1,0,0,0,0
0.4,1,0,0,0,0
2.7,1,0,0,0,0
0.8,1,0,0,0,0
0.8,1,0,0,0,0
0.2,2,1,0,0,0
6.2,1,0,0,0,0
731.1,18,1,1,0,1
108.5,6,0,0,0,0
1.8,1,0,0,0,0
36.9,1,1,1,0,0
1.1,1,0,0,0,0
105.0,1,1,0,0,0
205.4,9,1,0,0,1
0.7,2,0,0,0,0
16.6,1,1,0,0,0
11.5,1,1,0,0,0
0.2,1,0,0,0,0
17.5,1,1,0,0,0
7.0,1,1,0,0,0
389.4,10,1,1,0,1
99.1,8,1,1,0,0
0.7,1,0,0,0,0
8.7,1,1,0,0,0
251.8,8,1,1,0,1
0.5,1,0,0,0,0
31.9,1,1,1,0,0
0.0,0,0,1,0,0
95.3,2,0,1,0,0
3.8,1,0,0,0,0
858.3,27,1,1,1,1
2.7,1,0,0,0,0
11.6,2,1,0,0,0
0.4,1,0,0,0,0
21.8,3,1,0,0,0
48.8,5,1,0,0,0
1.2,1,0,0,0,0
3.3,1,0,0,0,0
0.3,1,0,0,0,0
9.6,1,1,0,0,0
11.2,1,1,0,0,0
58.3,1,1,1,0,0
0.5,1,0,0,0,0
2.7,1,0,0,0,0
1.1,1,0,0,0,0
0.3,1,0,0,0,0
0.6,2,0,0,0,0
1.9,1,0,0,0,0
0.9,1,0,0,0,0
1.5,1,0,0,0,0
0.1,1,0,0,0,0
3.0,1,0,0,0,0
0.1,1,0,0,0,0
1.4,1,0,0,0,0
0.4,1,0,0,0,0
1.2,1,0,0,0,0
10.5,3,1,0,0,0
128.7,2,1,1,0,1
2.9,1,0,0,0,0
49.6,4,1,1,0,0
0.7,1,0,0,0,0
1.7,1,0,0,0,0
13.2,2,0,0,0,0
1.4,1,0,0,0,0
0.2,1,0,0,0,0
46.7,2,1,1,0,0
4.3,1,0,0,0,0
11.3,1,1,0,0,0
52.6,3,1,0,0,0
0.1,1,0,0,0,0
46.6,2,0,1,0,0
8.6,1,1,0,0,0
0.3,1,0,0,0,0
11.4,1,1,0,0,0
0.1,1,0,0,0,0
0.1,1,0,0,0,0
0.1,1,0,0,0,0
0.3,1,0,0,0,0
19.4,1,1,0,0,0
0.2,1,1,0,0,0
0.5,1,0,0,0,0
27.0,1,1,0,0,0
33.8,6,0,0,0,0
17.7,1,1,0,0,0
1.6,1,0,0,0,0
0.3,1,0,0,0,0
0.1,1,0,0,0,0
3.8,1,0,0,0,0
1.8,1,1,1,0,0
62.8,2,0,1,0,0
0.1,1,0,0,0,0
0.4,1,0,0,0,0
51.1,1,0,1,0,0
11.8,1,1,0,0,0
5.3,1,0,0,0,0
0.1,1,0,0,0,0
1.7,1,0,0,0,0
6.7,3,1,0,0,0
42.6,2,1,1,0,0
0.1,1,0,0,0,0
0.6,1,0,0,0,0
0.2,1,0,0,0,0
1.1,1,0,0,0,0
0.1,1,0,0,0,0
0.3,1,0,0,0,0
0.4,1,0,0,0,0
73.8,2,0,0,0,0
21.2,4,1,0,0,0
1.3,1,0,0,0,0
1.3,1,0,0,0,0
3.0,1,0,0,0,0
0.3,1,0,0,0,0
1.1,2,0,0,0,0
30.0,2,0,0,0,0
0.2,1,0,0,0,0
23.2,2,0,0,0,0
0.8,1,0,0,0,0
54.7,3,1,0,0,0
93.8,3,1,1,0,0
0.2,1,0,0,0,0
0.7,1,0,0,0,0
1.1,1,0,0,0,0
0.6,1,0,0,0,0
34.8,4,0,0,0,0
1.5,1,0,0,0,0
26.2,4,1,0,0,0
75.89999999999999,4,1,0,0,1
0.3,1,0,0,0,0
19.6,1,0,0,0,0
211.4,7,1,1,0,0
74.1,3,1,0,0,0
0.2,1,0,0,0,0
3.8,1,0,0,0,0
0.1,1,0,0,0,0
0.3,1,0,0,0,0
1.6,1,0,0,0,0
45.4,4,1,1,0,1
1.7,1,0,0,0,0
5.0,1,1,0,0,0
0.3,1,0,0,0,0
0.0,2,0,1,0,0
0.4,1,0,0,0,0
0.1,1,0,0,0,0
0.7,1,0,0,0,0
0.1,1,0,0,0,0
1423.5,32,1,1,0,1
1.4,1,0,0,0,0
25.2,1,1,0,0,0
1.7,1,0,0,0,0
0.1,1,0,0,0,0
10.2,3,0,0,0,0
1.5,1,0,0,0,0
43.4,2,0,0,0,0
0.1,1,0,0,0,0
8.5,2,0,0,0,0
106.9,3,1,0,0,0
3.5,1,0,0,0,0
0.3,1,0,0,0,0
0.4,1,0,0,0,0
0.8,1,0,0,0,0
1.1,1,0,0,0,0
0.5,1,0,0,0,0
0.9,1,0,0,0,0
29.1,1,0,0,0,0
0.3,1,0,0,0,0
42.5,2,1,1,0,0
132.6,3,0,0,0,0
58.3,4,1,0,0,1
84.9,1,0,0,0,0
315.6,1,0,1,0,0
0.2,1,0,0,0,0
42.6,2,1,1,0,0
0.7,1,0,0,0,0
3.4,1,0,0,0,0
5.2,1,1,0,0,0
0.1,1,0,0,0,0
0.7,1,0,0,0,0
9.9,1,1,0,0,0
1.1,1,0,0,0,0
0.2,1,0,0,0,0
0.3,1,0,0,0,0
7.0,2,0,0,0,0
3.7,1,0,0,0,0
1.6,1,0,0,0,0
1.0,1,0,0,0,0
197.0,6,1,1,0,0
0.1,1,0,0,0,0
43.2,2,0,0,0,0
0.2,1,0,0,0,0
8.0,2,1,1,0,0
5.3,2,1,0,0,0
0.6,1,0,0,0,0
2.0,1,0,0,0,0
0.2,1,0,0,0,0
0.2,1,0,0,0,0
11.3,2,1,0,0,0
42.3,1,1,1,0,0
1.9,1,0,0,0,0
26.5,2,0,0,0,0
0.1,1,0,0,0,0
1.2,1,0,0,0,0
0.1,1,0,0,0,0
0.2,1,0,0,0,0
37.9,3,0,1,0,0
0.6,1,0,0,0,0
10.1,2,1,0,0,0
664.6,21,1,1,0,1
0.6,1,0,0,0,0
4.0,1,0,0,0,0
0.2,1,0,0,0,0
5.4,1,0,0,0,0
0.6,1,0,0,0,0
0.1,1,0,0,0,0
47.6,4,0,0,0,0
67.9,1,1,0,0,0
47.400000000000006,2,1,0,0,0
0.2,1,0,0,0,0
9.3,1,0,0,0,0
37.6,1,1,1,0,0
0.1,1,0,0,0,0
1.3,1,0,0,0,0
0.1,1,0,0,0,0
0.4,1,0,0,0,0
0.2,1,0,0,0,0
1.7,1,0,0,0,0
0.8,1,0,0,0,0
2.4,2,0,0,0,0
0.1,1,0,0,0,0
0.3,1,0,0,0,0
19.8,6,1,0,0,0
0.1,1,0,0,0,0
0.3,1,0,0,0,0
0.1,1,0,0,0,0
44.7,6,1,1,0,0
0.1,1,0,0,0,0
0.7,1,0,0,0,0
32.0,2,1,0,0,0
0.1,1,0,0,0,0
0.1,1,0,0,0,0
0.3,1,0,0,0,0
6.1,2,1,0,0,0
0.1,1,0,0,0,0
28.7,1,0,1,0,0
0.4,1,0,0,0,0
88.60000000000001,2,0,1,0,1
41.6,1,1,1,0,0
1.2,1,0,0,0,0
12.6,1,0,0,0,0
23.6,3,0,0,0,0
9.7,1,0,0,0,0
10.2,2,1,0,0,0
192.3,10,1,1,0,1
33.300000000000004,2,1,0,0,0
0.3,1,1,0,0,0
0.0,1,0,1,0,0
11.9,2,0,0,0,0
19.7,1,0,0,0,0
0.3,1,0,0,0,0
10.7,1,0,0,0,0
0.0,0,0,0,0,1
0.2,2,0,0,0,0
0.1,1,0,0,1,0
0.1,1,0,0,0,0
0.2,1,0,0,0,0
34.9,1,1,1,0,0
2.6,1,0,0,0,0
2.1,1,0,0,0,0
1.2,1,0,0,0,0
482.8,14,1,1,0,1
20.9,2,0,1,0,0
496.8,18,1,1,0,1
0.3,1,0,0,0,1
55.2,4,1,1,0,0
0.2,1,0,0,0,0
31.7,1,1,0,0,0
0.5,1,0,0,0,0
0.4,1,0,0,0,0
49.1,2,1,1,0,0
0.1,1,0,0,0,0
0.2,1,0,0,0,0
13.0,1,1,0,0,0
0.2,1,0,0,0,0
0.2,1,0,0,0,0
8.4,1,0,0,0,0
47.4,4,1,1,0,0
1.5,1,0,0,0,0
2.0,1,0,0,0,0
95.5,2,1,0,0,0
0.2,1,0,0,0,0
0.1,1,0,0,0,0
2.0,1,0,0,0,0
6.6,1,1,0,0,0
392.9,12,1,1,0,1
270.2,12,1,1,0,1
9.5,1,0,0,0,0
159.6,5,0,0,0,1
0.1,1,0,0,0,0
0.1,1,0,0,0,0
0.4,1,0,0,0,0
0.2,1,0,0,0,0
2.6,3,0,0,0,0
3.5,1,0,0,0,0
0.6,1,0,0,0,0
47.0,3,0,0,0,0
7.0,1,0,0,0,0
0.2,1,0,0,0,0
4.5,1,0,0,0,0
2.0,2,0,0,0,0
1.1,1,0,0,0,0
0.9,2,0,0,0,0
61.5,6,1,1,0,1
41.5,1,1,1,0,0
9.4,1,1,0,0,0
6.9,1,0,0,0,0
0.1,1,0,0,0,0
0.3,1,0,0,0,0
18.1,1,1,0,0,0
0.0,0,0,0,0,1
0.3,1,1,0,0,0
63.6,1,1,0,0,0
2.5,1,0,0,0,0
0.1,1,0,0,0,0
36.2,2,1,0,0,0
11.4,2,0,0,0,0
0.1,1,0,0,0,0
2.0,1,0,0,0,0
17.1,1,1,0,0,0
26.7,1,1,0,0,0
0.7,1,0,0,0,0
0.8,1,0,0,0,0
4.2,1,0,0,0,0
0.7,1,0,0,0,0
0.1,1,0,0,0,0
1.8,1,1,0,0,0
22.8,1,0,1,0,0
0.5,1,0,0,0,0
319.9,14,1,1,0,1
23.4,1,1,0,0,0
81.3,2,1,0,0,0
0.1,1,0,0,0,0
384.1,7,1,1,0,1
4.4,1,0,0,0,0
0.1,1,0,0,0,0
1.3,1,0,0,0,0
0.1,1,0,0,0,0
0.1,1,0,0,0,0
0.0,1,0,1,0,0
0.8,1,0,0,0,0
1.2,1,0,0,0,0
1.0,1,0,0,0,0
32.0,2,0,0,0,0
0.6,1,0,0,0,0
18.1,2,0,1,0,0
3.4000000000000004,2,0,0,0,0
0.1,1,0,0,0,0
0.1,1,0,0,0,0
0.1,1,0,0,0,0
8.2,1,0,0,0,0
0.1,1,0,0,0,0
6.6,1,0,0,0,0
0.5,1,0,0,0,0
83.7,1,0,0,0,1
0.7,1,0,0,0,0
0.8,1,0,0,0,0
1.1,1,0,0,0,0
0.3,1,0,0,0,0
0.4,1,0,0,0,0
375.1,18,1,1,0,1
6.1,1,0,0,0,0
0.1,1,0,0,0,0
0.3,1,0,0,0,0
0.1,1,0,0,0,0
0.7,2,0,0,0,0
6.2,2,0,0,0,0
0.9,1,0,0,0,0
0.1,1,0,0,0,0
56.8,1,1,0,0,0
0.4,1,0,0,0,0
2153.7,33,1,1,0,1
3.9,3,0,0,0,0
0.2,2,0,0,0,0
0.1,1,0,0,0,0
33.3,3,1,0,1,0
67.7,3,0,0,0,0
90.7,2,0,1,0,0
0.2,1,0,0,0,0
37.9,1,0,1,0,0
9.4,1,0,0,0,0
0.1,1,0,0,0,0
1.3,1,0,0,0,0
0.2,1,0,0,0,0
0.8,1,0,0,0,0
0.5,1,0,0,0,0
52.1,4,0,0,0,0
0.3,1,0,0,0,0
0.7,1,0,0,0,0
0.9,1,0,0,0,0
0.4,1,0,0,0,0
1.3,1,0,0,0,0
66.6,2,1,0,0,0
0.2,1,0,0,0,0
1.2,1,0,0,0,0
0.2,1,0,0,0,0
27.1,1,0,0,0,0
0.1,1,0,0,0,0
39.4,5,1,0,0,0
0.1,1,0,0,0,0
8.5,1,1,0,0,0
0.1,1,0,0,0,0
0.2,1,0,0,0,0
10.6,1,1,0,0,0
12.6,1,1,0,0,0
0.5,1,0,0,0,0
52.8,4,1,1,0,1
30.7,2,0,1,0,0
9.1,2,0,0,0,0
1.1,1,1,0,0,0
0.3,1,0,0,0,0
0.6,1,0,0,0,0
20.6,3,1,0,0,0
0.3,1,0,0,0,0
254.8,7,0,1,0,1
16.200000000000003,2,1,0,0,0
0.2,1,0,0,0,0
3.0,1,0,0,0,0
1.3,1,0,0,0,0
0.3,1,0,0,0,0
0.3,1,0,0,0,0
0.1,1,0,0,0,0
31.0,2,1,0,0,0
17.6,1,1,0,0,0
1.8,1,0,0,0,0
0.7,2,0,0,0,0
0.2,1,0,0,0,0
30.4,1,0,0,0,0
36.8,2,1,1,0,0
49.5,3,1,0,0,0
5.9,1,1,0,0,0
0.3,1,0,0,0,0
0.6,1,0,0,0,0
0.1,1,0,0,0,0
0.1,1,0,0,0,0
0.1,1,0,0,0,1
3.7,2,0,0,0,0
3.0,1,0,0,0,0
52.8,2,1,1,0,0
3.3,1,0,0,0,0
0.1,1,0,0,0,0
0.3,1,0,0,0,0
102.3,4,0,1,0,0
25.9,2,1,0,0,0
0.5,1,0,0,0,0
0.7,1,0,0,0,0
73.9,5,1,1,0,1
44.400000000000006,4,1,0,0,0
50.5,2,1,1,0,0
0.6,1,0,0,0,0
0.2,1,0,0,0,0
449.8,4,0,1,0,0
0.2,1,0,0,0,0
0.3,1,0,0,0,0
5.4,1,0,1,0,0
14.0,1,1,0,0,0
0.2,1,0,0,0,0
218.2,8,1,1,0,1
0.8,1,0,0,0,0
13.9,2,1,0,0,0
1.1,1,0,0,0,0
24.0,1,0,0,0,0
481.9,11,1,1,0,1
0.1,1,0,0,0,0
1.0,1,0,0,0,0
0.5,1,0,0,0,0
0.2,1,0,0,0,0
5.9,1,0,0,0,0
0.2,1,0,0,0,0
1.4,1,0,0,0,0
6.5,1,1,0,0,0
0.5,1,0,0,0,0
7.4,1,0,0,0,0
14.5,2,0,0,0,0
1.4,2,0,0,0,0
5.0,1,0,0,0,0
67.60000000000001,4,0,1,0,0
0.3,1,0,0,0,0
63.6,2,0,1,0,0
0.7,1,0,0,0,0
1.9,1,0,0,0,0
23.1,1,0,0,0,0
201.5,6,0,0,0,1
0.5,1,0,0,0,0
1.1,1,0,0,0,0
0.8,1,0,0,0,0
106.1,1,0,1,0,0
0.1,1,0,0,0,0
0.7,3,0,1,0,0
1.5,1,0,0,0,0
244.9,4,0,0,0,1
1.5,1,0,0,0,0
110.6,7,0,1,0,0
0.5,1,0,0,0,0
0.8,1,0,0,0,0
0.1,1,0,0,0,0
17.1,1,1,0,0,0
5.0,1,1,0,0,0
29.1,1,0,0,0,0
0.2,1,0,1,0,0
6.9,1,0,0,0,0
31.6,1,1,0,0,0
0.2,1,0,0,0,0
3.0,1,0,0,0,0
0.7,1,0,0,0,0
472.6,6,1,1,0,1
0.2,1,0,0,0,0
412.5,8,1,1,0,1
32.4,1,1,0,0,0
0.1,1,0,0,0,0
1.9,1,0,0,0,0
0.1,1,0,0,0,0
45.7,2,1,1,0,1
0.2,1,0,0,0,0
0.2,1,0,0,0,0
1.4,1,0,0,0,0
1.4,1,0,0,0,0
17.6,2,0,0,0,0
150.9,3,1,1,0,1
12.5,2,1,0,0,0
0.1,1,0,0,0,0
1.0,1,0,0,0,0
0.5,1,0,0,0,0
29.6,1,1,0,0,0
1.7000000000000002,3,0,0,0,0
2.2,1,0,0,0,0
43.6,1,1,0,0,0
42.0,1,1,1,0,0
0.1,1,0,0,0,0
0.2,1,0,0,0,0
1.3,1,0,0,0,0
0.7,1,0,0,0,0
3.6,1,0,0,0,0
29.1,1,0,0,0,0
0.1,1,0,0,0,0
11.8,1,1,0,0,0
8.0,1,1,0,0,0
0.2,1,0,0,0,0
454.2000000000001,14,1,1,0,1
783.6,18,1,1,0,1
170.0,9,1,1,0,1
319.40000000000003,9,1,1,0,1
9.1,1,1,0,0,0
0.2,1,0,0,0,0
0.0,1,1,0,0,0
44.6,1,1,1,0,0
118.9,11,1,0,0,1
3.0,2,0,0,0,0
1.4,1,0,0,0,0
0.3,1,0,0,0,0
1.1,1,0,0,0,0
2.0,1,0,0,0,0
12.6,1,1,0,0,0
1472.7,25,1,1,0,1
9.4,2,1,0,0,0
0.1,1,0,0,0,0
0.1,1,0,0,0,0
56.7,1,0,1,0,0
10.3,2,1,0,0,0
57.2,2,1,1,0,1
7.9,1,0,0,0,0
1.0,1,0,0,0,0
23.5,2,0,0,0,0
13.9,1,0,0,0,0
1.4,1,0,0,0,0
36.8,2,0,0,0,0
1.0,1,0,0,0,0
20.4,1,1,0,0,0
3.5,2,0,0,0,0
707.2,5,1,1,0,1
0.3,1,0,0,0,0
0.1,1,0,0,0,0
0.2,1,0,0,0,0
0.1,1,0,0,0,0
79.1,3,1,1,0,1
0.2,1,0,0,0,0
0.7,1,0,0,0,0
1019.3,31,1,1,0,1
47.7,2,1,1,0,0
23.8,1,0,1,0,0
0.1,1,0,0,0,0
47.5,4,1,0,0,0
0.2,1,0,0,0,0
14.5,1,1,0,0,0
0.5,1,0,0,0,0
2.3,1,0,0,0,0
14.5,1,0,0,0,0
9.9,2,0,0,0,0
1.1,1,0,0,0,0
41.0,1,1,1,0,0
13.8,1,1,0,0,0
0.1,1,0,0,0,0
30.2,3,1,0,0,0
0.1,1,0,0,0,0
975.0,25,1,1,0,0
1.2,1,0,0,0,0
2.5,1,0,0,0,0
25.5,1,1,0,0,0
1.0,2,0,0,0,0
2.9,1,0,0,0,0
9.2,2,1,0,0,0
35.400000000000006,2,0,0,0,1
15.1,1,1,0,0,0
2.3,1,0,0,0,0
0.3,1,0,0,0,0
41.7,4,0,1,0,0
7.3,1,1,0,0,0
27.2,1,1,0,0,0
23.0,1,1,0,0,0
14.1,1,1,0,0,0
43.8,2,1,0,0,0
26.700000000000003,2,0,0,0,0
8.3,2,1,0,0,0
